_id,date,center_name,attendance_count
3193,2017-02-07,Ormsby Community Center,149
2954,2017-03-09,Arlington Community Center,4
2955,2017-03-09,Brookline Community Center,69
2956,2017-03-09,Jefferson Community Center,38
2957,2017-03-09,Magee Community Center,40
2958,2017-03-09,Warrington Community Center,20
2959,2017-03-09,West Penn Community Center,65
2960,2017-03-08,Phillips Community Center,174
2961,2017-03-08,Ormsby Community Center,46
2962,2017-03-08,Paulson Community Center,21
2963,2017-03-08,Brookline Community Center,105
2964,2017-03-08,Arlington Community Center,7
2965,2017-03-08,Ammon Community Center,48
2966,2017-03-08,Magee Community Center,55
2967,2017-03-08,Jefferson Community Center,30
2968,2017-03-08,West Penn Community Center,96
2969,2017-03-08,Warrington Community Center,40
2970,2017-03-07,Paulson Community Center,19
2971,2017-03-07,Ormsby Community Center,63
2972,2017-03-07,Phillips Community Center,126
2973,2017-03-07,Ammon Community Center,131
2974,2017-03-07,Arlington Community Center,14
2975,2017-03-07,Brookline Community Center,94
2976,2017-03-07,Jefferson Community Center,31
2977,2017-03-07,Magee Community Center,24
2978,2017-03-07,Warrington Community Center,51
2979,2017-03-07,West Penn Community Center,136
2980,2017-03-06,Phillips Community Center,157
2981,2017-03-06,Ormsby Community Center,57
2982,2017-03-06,Paulson Community Center,18
2983,2017-03-06,Brookline Community Center,105
2984,2017-03-06,Arlington Community Center,4
2985,2017-03-06,Ammon Community Center,147
2986,2017-03-06,Magee Community Center,46
2987,2017-03-06,Jefferson Community Center,24
2988,2017-03-06,West Penn Community Center,76
2989,2017-03-06,Warrington Community Center,61
2990,2017-03-04,Ormsby Community Center,19
2991,2017-03-04,Phillips Community Center,39
2992,2017-03-04,Brookline Community Center,58
2993,2017-03-04,Magee Community Center,10
2994,2017-03-04,West Penn Community Center,36
2995,2017-03-03,Phillips Community Center,128
2996,2017-03-03,Ormsby Community Center,72
2997,2017-03-03,Paulson Community Center,17
2998,2017-03-03,Brookline Community Center,53
2999,2017-03-03,Ammon Community Center,39
3000,2017-03-03,Arlington Community Center,19
3001,2017-03-03,Magee Community Center,49
3003,2017-03-03,West Penn Community Center,64
3004,2017-03-03,Warrington Community Center,37
3005,2017-03-02,Paulson Community Center,12
3006,2017-03-02,Ormsby Community Center,30
3007,2017-03-02,Phillips Community Center,254
3008,2017-03-02,Arlington Community Center,18
3009,2017-03-02,Ammon Community Center,171
3010,2017-03-02,Brookline Community Center,81
3011,2017-03-02,Jefferson Community Center,27
3012,2017-03-02,Magee Community Center,33
3013,2017-03-02,Warrington Community Center,57
3014,2017-03-02,West Penn Community Center,129
3015,2017-03-01,Phillips Community Center,158
3016,2017-03-01,Ormsby Community Center,61
3017,2017-03-01,Paulson Community Center,22
3018,2017-03-01,Brookline Community Center,96
3019,2017-03-01,Ammon Community Center,33
3020,2017-03-01,Arlington Community Center,8
3021,2017-03-01,Magee Community Center,42
3022,2017-03-01,Jefferson Community Center,26
3023,2017-03-01,West Penn Community Center,78
3024,2017-03-01,Warrington Community Center,44
3025,2017-02-28,Paulson Community Center,29
3026,2017-02-28,Ormsby Community Center,49
3027,2017-02-28,Phillips Community Center,126
3028,2017-02-28,Arlington Community Center,24
3029,2017-02-28,Ammon Community Center,72
3030,2017-02-28,Brookline Community Center,82
3031,2017-02-28,Jefferson Community Center,35
3032,2017-02-28,Magee Community Center,41
3033,2017-02-28,Warrington Community Center,40
3034,2017-02-28,West Penn Community Center,130
3035,2017-02-27,Phillips Community Center,149
3036,2017-02-27,Ormsby Community Center,50
3037,2017-02-27,Paulson Community Center,22
3038,2017-02-27,Brookline Community Center,80
3039,2017-02-27,Ammon Community Center,122
3040,2017-02-27,Arlington Community Center,8
3041,2017-02-27,Magee Community Center,39
3042,2017-02-27,Jefferson Community Center,23
3043,2017-02-27,West Penn Community Center,61
3044,2017-02-27,Warrington Community Center,42
3045,2017-02-25,Ormsby Community Center,17
3046,2017-02-25,Phillips Community Center,25
3047,2017-02-25,Brookline Community Center,45
3048,2017-02-25,Magee Community Center,17
3049,2017-02-25,West Penn Community Center,12
3384,2017-01-12,Magee Community Center,38
3050,2017-02-24,Phillips Community Center,116
3051,2017-02-24,Ormsby Community Center,60
3052,2017-02-24,Paulson Community Center,24
3053,2017-02-24,Brookline Community Center,51
3054,2017-02-24,Arlington Community Center,23
3055,2017-02-24,Ammon Community Center,44
3056,2017-02-24,Magee Community Center,30
3057,2017-02-24,Jefferson Community Center,33
3058,2017-02-24,West Penn Community Center,82
3059,2017-02-24,Warrington Community Center,20
3060,2017-02-23,Paulson Community Center,16
3061,2017-02-23,Ormsby Community Center,39
3062,2017-02-23,Phillips Community Center,42
3063,2017-02-23,Phillips Park Field,96
3064,2017-02-23,Ammon Community Center,183
3065,2017-02-23,Arlington Community Center,8
3066,2017-02-23,Brookline Community Center,87
3067,2017-02-23,Jefferson Community Center,38
3068,2017-02-23,Magee Community Center,15
3069,2017-02-23,Warrington Community Center,21
3070,2017-02-23,West Penn Community Center,158
3071,2017-02-22,Phillips Community Center,93
3072,2017-02-22,Ormsby Community Center,40
3073,2017-02-22,Paulson Community Center,22
3074,2017-02-22,Brookline Community Center,75
3075,2017-02-22,Arlington Community Center,6
3076,2017-02-22,Ammon Community Center,63
3077,2017-02-22,Magee Community Center,33
3078,2017-02-22,Jefferson Community Center,50
3079,2017-02-22,West Penn Community Center,66
3080,2017-02-22,Warrington Community Center,36
3081,2017-02-21,Paulson Community Center,33
3082,2017-02-21,Ormsby Community Center,38
3083,2017-02-21,Phillips Community Center,151
3084,2017-02-21,Ammon Community Center,157
3085,2017-02-21,Arlington Community Center,28
3086,2017-02-21,Brookline Community Center,58
3087,2017-02-21,Jefferson Community Center,30
3088,2017-02-21,Magee Community Center,52
3089,2017-02-21,Warrington Community Center,24
3090,2017-02-21,West Penn Community Center,133
3091,2017-02-20,Phillips Community Center,207
3092,2017-02-20,Ormsby Community Center,48
3093,2017-02-20,Paulson Community Center,30
3094,2017-02-20,Brookline Community Center,76
3095,2017-02-20,Arlington Community Center,21
3096,2017-02-20,Ammon Community Center,158
3097,2017-02-20,Magee Community Center,69
3098,2017-02-20,Jefferson Community Center,15
3099,2017-02-20,West Penn Community Center,54
3100,2017-02-20,Warrington Community Center,26
3101,2017-02-19,Ammon Community Center,23
3102,2017-02-18,Ormsby Community Center,4
3103,2017-02-18,Phillips Community Center,51
3104,2017-02-18,Ammon Community Center,34
3105,2017-02-18,Brookline Community Center,70
3106,2017-02-18,Magee Community Center,9
3107,2017-02-18,West Penn Community Center,44
3108,2017-02-17,Phillips Community Center,114
3109,2017-02-17,Ormsby Community Center,40
3110,2017-02-17,Paulson Community Center,22
3111,2017-02-17,Brookline Community Center,77
3112,2017-02-17,Ammon Community Center,48
3113,2017-02-17,Arlington Community Center,8
3114,2017-02-17,Magee Community Center,36
3115,2017-02-17,Jefferson Community Center,28
3116,2017-02-17,West Penn Community Center,61
3117,2017-02-17,Warrington Community Center,19
3118,2017-02-16,Paulson Community Center,18
3119,2017-02-16,Ormsby Community Center,142
3120,2017-02-16,Phillips Community Center,116
3121,2017-02-16,Ammon Community Center,33
3122,2017-02-16,Brookline Community Center,3
3123,2017-02-16,Jefferson Community Center,15
3124,2017-02-16,Magee Community Center,31
3125,2017-02-16,Warrington Community Center,26
3126,2017-02-16,West Penn Community Center,165
3127,2017-02-15,Phillips Community Center,164
3128,2017-02-15,Ormsby Community Center,50
3129,2017-02-15,Paulson Community Center,17
3130,2017-02-15,Brookline Community Center,121
3131,2017-02-15,Ammon Community Center,221
3132,2017-02-15,Arlington Community Center,18
3133,2017-02-15,Magee Community Center,35
3134,2017-02-15,Jefferson Community Center,32
3135,2017-02-15,West Penn Community Center,84
3136,2017-02-15,Warrington Community Center,28
3137,2017-02-14,Paulson Community Center,20
3138,2017-02-14,Ormsby Community Center,51
3139,2017-02-14,Phillips Community Center,97
3140,2017-02-14,Arlington Community Center,2
3141,2017-02-14,Ammon Community Center,41
3142,2017-02-14,Brookline Community Center,80
3143,2017-02-14,Jefferson Community Center,28
3144,2017-02-14,Magee Community Center,15
3145,2017-02-14,Warrington Community Center,16
3146,2017-02-14,West Penn Community Center,87
3147,2017-02-13,Phillips Community Center,184
3148,2017-02-13,Ormsby Community Center,75
3149,2017-02-13,Paulson Community Center,17
3150,2017-02-13,Brookline Community Center,81
3151,2017-02-13,Ammon Community Center,137
3152,2017-02-13,Arlington Community Center,15
3153,2017-02-13,Magee Community Center,32
3154,2017-02-13,Jefferson Community Center,38
3155,2017-02-13,West Penn Community Center,83
3156,2017-02-13,Warrington Community Center,26
3157,2017-02-11,Ormsby Community Center,25
3158,2017-02-11,Phillips Community Center,29
3159,2017-02-11,Brookline Community Center,74
3160,2017-02-11,Magee Community Center,11
3161,2017-02-11,West Penn Community Center,42
3162,2017-02-10,Phillips Community Center,123
3163,2017-02-10,Ormsby Community Center,46
3164,2017-02-10,Paulson Community Center,47
3165,2017-02-10,Brookline Community Center,70
3166,2017-02-10,Arlington Community Center,35
3167,2017-02-10,Ammon Community Center,76
3168,2017-02-10,Magee Community Center,65
3169,2017-02-10,Jefferson Community Center,20
3170,2017-02-10,West Penn Community Center,100
3171,2017-02-10,Warrington Community Center,12
3172,2017-02-09,Paulson Community Center,13
3173,2017-02-09,Ormsby Community Center,28
3174,2017-02-09,Phillips Community Center,118
3175,2017-02-09,Ammon Community Center,74
3176,2017-02-09,Arlington Community Center,10
3177,2017-02-09,Brookline Community Center,46
3178,2017-02-09,Jefferson Community Center,16
3179,2017-02-09,Magee Community Center,27
3180,2017-02-09,Warrington Community Center,18
3181,2017-02-09,West Penn Community Center,133
3182,2017-02-08,Phillips Community Center,146
3183,2017-02-08,Ormsby Community Center,51
3184,2017-02-08,Paulson Community Center,24
3185,2017-02-08,Brookline Community Center,119
3186,2017-02-08,Arlington Community Center,27
3187,2017-02-08,Ammon Community Center,156
3188,2017-02-08,Magee Community Center,51
3189,2017-02-08,Jefferson Community Center,32
3190,2017-02-08,West Penn Community Center,76
3191,2017-02-08,Warrington Community Center,31
3192,2017-02-07,Paulson Community Center,20
3194,2017-02-07,Phillips Community Center,166
3195,2017-02-07,Ammon Community Center,48
3196,2017-02-07,Arlington Community Center,9
3197,2017-02-07,Brookline Community Center,91
3198,2017-02-07,Jefferson Community Center,23
3199,2017-02-07,Warrington Community Center,20
3200,2017-02-07,West Penn Community Center,144
3201,2017-02-06,Phillips Community Center,201
3202,2017-02-06,Ormsby Community Center,66
3203,2017-02-06,Paulson Community Center,28
3204,2017-02-06,Brookline Community Center,82
3205,2017-02-06,Arlington Community Center,9
3206,2017-02-06,Ammon Community Center,156
3207,2017-02-06,Jefferson Community Center,32
3208,2017-02-06,Magee Community Center,8
3209,2017-02-06,West Penn Community Center,16
3210,2017-02-06,Warrington Community Center,41
3211,2017-02-04,Ormsby Community Center,12
3212,2017-02-04,Phillips Community Center,35
3213,2017-02-04,Brookline Community Center,91
3214,2017-02-04,Magee Community Center,28
3215,2017-02-04,West Penn Community Center,42
3216,2017-02-03,Phillips Community Center,82
3217,2017-02-03,Ormsby Community Center,65
3218,2017-02-03,Paulson Community Center,33
3219,2017-02-03,Brookline Community Center,79
3220,2017-02-03,Ammon Community Center,47
3221,2017-02-03,Arlington Community Center,23
3222,2017-02-03,Magee Community Center,73
3223,2017-02-03,Jefferson Community Center,9
3224,2017-02-03,West Penn Community Center,114
3225,2017-02-03,Warrington Community Center,28
3226,2017-02-02,Paulson Community Center,27
3227,2017-02-02,Ormsby Community Center,96
3228,2017-02-02,Phillips Community Center,166
3229,2017-02-02,Arlington Community Center,6
3230,2017-02-02,Ammon Community Center,150
3231,2017-02-02,Brookline Community Center,69
3232,2017-02-02,Jefferson Community Center,26
3233,2017-02-02,Magee Community Center,30
3234,2017-02-02,Warrington Community Center,47
3235,2017-02-02,West Penn Community Center,142
3236,2017-02-01,Phillips Community Center,91
3237,2017-02-01,Ormsby Community Center,68
3238,2017-02-01,Brookline Community Center,121
3239,2017-02-01,Arlington Community Center,32
3240,2017-02-01,Warrington Community Center,38
3241,2017-01-31,Ormsby Community Center,57
3242,2017-01-31,Paulson Community Center,33
3243,2017-01-31,Phillips Community Center,74
3244,2017-01-31,Arlington Community Center,8
3245,2017-01-31,Ammon Community Center,120
3246,2017-01-31,Brookline Community Center,79
3247,2017-01-31,Magee Community Center,83
3248,2017-01-31,Jefferson Community Center,23
3249,2017-01-31,Warrington Community Center,25
3250,2017-01-31,West Penn Community Center,95
3251,2017-01-30,Phillips Community Center,225
3252,2017-01-30,Paulson Community Center,42
3253,2017-01-30,Ormsby Community Center,56
3254,2017-01-30,Brookline Community Center,92
3255,2017-01-30,Ammon Community Center,25
3256,2017-01-30,Arlington Community Center,13
3257,2017-01-30,Jefferson Community Center,21
3258,2017-01-30,West Penn Community Center,77
3259,2017-01-30,Warrington Community Center,23
3260,2017-01-28,Ormsby Community Center,18
3261,2017-01-28,Phillips Community Center,13
3262,2017-01-28,Brookline Community Center,77
3263,2017-01-28,Magee Community Center,22
3264,2017-01-28,West Penn Community Center,39
3265,2017-01-27,Phillips Community Center,120
3266,2017-01-27,Ormsby Community Center,39
3267,2017-01-27,Paulson Community Center,29
3268,2017-01-27,Brookline Community Center,88
3269,2017-01-27,Arlington Community Center,31
3270,2017-01-27,Ammon Community Center,130
3271,2017-01-27,Magee Community Center,77
3272,2017-01-27,Jefferson Community Center,22
3273,2017-01-27,West Penn Community Center,139
3274,2017-01-27,Warrington Community Center,23
